Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Mayo de 2012
298740|Patente|PA/a/2005/011886|04/11/2005|02/05/2012|<i>A61K38/00</i> <b>(2006-01)</b>|METODOS Y COMPOSICIONES PARA LA PREVENCION Y TRATAMIENTO DE SEPTICEMIA.|Un método para prevenir o tratar la septicemia administrando conjuntamente a un paciente una cantidad para prevenir o tratar la septicemia de uno o más inhibidores del complemento y una cantidad para prevenir o tratar la septicemia de uno o más inhibidores de la vía CD14. Los inhibidores del complemento son de preferencia anticuerpos que se unen a proteínas del complemento como C5a y las inhiben y los inhibidores de la vía CD14 son de preferencia anticuerpos que se unen a componentes de la vía CD14 como CD14 y LPS y los inhiben.|FUNG, SEK CHUNG; MOLLNES, TOM, EIRIK; Deal Street 3511, 77025, Houston, Texas, E.U.A.|TANOX, INC.*; MEDINNOVA AS; Stella Link Road 10301, 77025-5497, Houston, Texas, E.U.A.|
299067|Patente|MX/a/2007/010735|03/09/2007|19/04/2012|<i>A61K31/135</i> <b>(2006-01)</b>; <i>A61K31/137</i> <b>(2006-01)</b>; <i>A61K31/4545</i> <b>(2006-01)</b>; <i>A61K9/28</i> <b>(2006-01)</b>; <i>A61P11/02</i> <b>(2006-01)</b>|MEZCLA FARMACÉUTICA ESTABLE CON EFECTO ANTIHISTAMÍNICO Y DESCONGESTIVO DE ACCIÓN PROLONGADA, COMPUESTA POR LORATADINA Y FENILEFRINA.|La presente invención se refiere a una mezcla farmacéutica en forma sólida que se administra oralmente, y se compone por un antihistamínico, y un descongestivo, los cuales se liberan de manera diferenciada, produciendo un efecto prolongado en el paciente, el antihistamínico es liberado de forma inmediata y el descongestivo es liberado de manera prolongada. La mezcla se encuentra libre de EFEDRINA Y PSEUDOEFEDRINA. La actividad terapéutica del producto resulta de la combinación de fenilefrina contenida en un núcleo cuyos componentes propician una liberación prolongada de esta, y loratadina aplicada sobre el núcleo en forma de película derecubrimiento para ser liberada de inmediato, por su presentación en forma sólida la formulación resulta ser de alta estabilidad. La mezcla esta indicada para el alivio de los síntomas nasales y no-nasales asociados con la rinitis alérgica y el resfrío común o procesos que incluyan congestión nasal.|JUAN PEDRO MALDONADO PÉREZ; CARLOS ALBERTO MALDONADO PÉREZ; ALEJANDRO MALDONADO PÉREZ; SILVIA ROMERO MEDINA; JORGE CASTRO LUNA; Oleoducto 2804, Col. Álamo Industrial, 44490, Tlaquepaque, Jalisco, MEXICO|PRODUCTOS MAVER, S.A. DE C.V.; Oleoducto 2804, Col. Álamo Industrial, 44490, Tlaquepaque, Jalisco, MEXICO|
299068|Patente|MX/a/2007/009708|10/08/2007|03/05/2012|<i>H04L1/20</i> <b>(2006-01)</b>; <i>H01F5/04</i> <b>(2006-01)</b>|TRANSFORMADOR HABILITADO PARA SISTEMAS DE COMUNICACIÓN POR LINEAS DE ENERGIA ELECTRICA|Un transformador formado por al menos un devanado primario con tomas de media tensión; al menos un devanado secundario con tomas de baja tensión; al menosun núcleo magnético; un tanque conteniendo el devanado primario, el devanado secundario y el núcko magnético; al menos un dispositivo de acoplamiento dentro del tanque conectado eléctrica mente con cualquiera de las tomas de media tensión para comunicar señales de datos con la toma de media tensión; una primera toma externa al tanque conectada 21éctricamente a cada dispositivo de acoplamiento; al menos una segunda toma externa al tanque conectada eléctricamente a las tomas de baja tensión; y donde la primera toma externa sirve de conexión de entrada o salida a un dispositivo de comunicación de datos por líneas de energía (PLC) o dispositivo de banda ancha por línea de energía eléctrica (BPL) y las segundas tomas externas sirven de conexión de salida o entrada de dicho dispositivo PLC o BPL.|JUAN ANGEL ISRAEL BARRIENTOS TORRES; ENRIQUE BETANCOURT RAMIREZ; JOSE LUIS LEYVA MONTIEL; ALFONSO DELGADO CRUZ; ALFONSO DELGADILLO BOCANEGRA; AURO ANDRES GONZALEZ HERNANDEZ; Ave. Gobernadores #435, Col. Burocratas del Estado, 64380, MONTERREY, Nuevo León, MEXICO|PROLEC GE INTERNACIONAL, S. DE R.L. DE C.V.; Blvd. Carlos Salinas de Gortari Km 9.25, 66600, Apodaca, Nuevo León, MEXICO|
299069|Patente|MX/a/2009/000666|19/12/2008|02/05/2012|<i>A21D2/36</i> <b>(2006-01)</b>; <i>A21D6/00</i> <b>(2006-01)</b>; <i>A21D8/02</i> <b>(2006-01)</b>; <i>A23L1/00</i> <b>(2006-01)</b>; <i>A23L1/10</i> <b>(2006-01)</b>; <i>A23L1/29</i> <b>(2006-01)</b>|PROCESO DE ELABORACION DE TORTILLA FORTIFICADA.|Esta invención se refiere a un proceso de fortificación de la tortilla de nixtamal, con la combinación de cereales y leguminosas, principalmente con el objetivo de elevar y restaurar los nutrientes perdidos durante el proceso de nixtamalización en un producto básico de la alimentación del pueblo mexicano, y contribuir a disminuir índices de desnutrición; utilizando soya como fuente de proteínas y trigo como fuente de fibra. El maíz (78%), la soya (12%) y el trigo (10%), mezclados dan como resultado una mejor disponibilidad de proteína debido a que complementan sus aminoácidos entre sí.|CECILIA FLORES MERLO; MARÍA CONCEPCIÓN FERNÁNDEZ CALTENCO; JOSÉ EDGARDO SORIANO DÍAZ; JOSÉ ISRAEL ORTIGOZA JIMÉNEZ; PABLO ALBERTO LÓPEZ PÉREZ; Carrillo Puerto no. 410, Col. Ricardo Flores Magón, 74240, ATLIXCO, Puebla, MEXICO|INSTITUTO TECNOLOGICO SUPERIOR DE ATLIXCO.*; Prolongación Heliotropo no. 1201, Col. Vista Hermosa, 74218, ATLIXCO, Puebla, MEXICO|
299070|Patente|MX/a/2010/011518|20/10/2010|10/05/2012|<i>F21V15/00</i> <b>(2006-01)</b>|MONTAJE DE LAMPARA.|Un montaje de lámpara incluye una fuente de luz como mínimo, un alojamiento formado de una primera composición de barrera a la humedad y una tapa de sello formada de una segunda composición de barrera a la humedad, en donde la fuente de luz como mínimo se dispone dentro del alojamiento y la tape de sello se une herméticamente al alojamiento y la fuente de luz como mínimo, y la tapa de sello se dispone para circunscribir la fuente de luz como mínimo dentro de un volumen formado por el alojamiento y la tapa de sello.|SAMUEL A. INCORVIA.*; THOMAS POWERS; STANISLAV E. SOLOVYOV; 3655 Julie Court, 14120, North Tonawanda, NY, E.U.A.|MULTISORB TECHNOLOGIES, INC.*; 325 Harlem Road, 14224, Buffalo, New York, E.U.A.|
299071|Patente|MX/a/2009/008071|29/07/2009|10/05/2012|<i>D21J1/00</i> <b>(2006-01)</b>|PLACA DE TRANSFERENCIA UTIL EN LA FABRICACION DE PRODUCTOS DE PANELES Y TABLEROS.|La invención provee un aparato para conformar un panel que comprende un soporte de malla (10) y una placa de transferencia (20) que comprende por lo menos una superficie (30) que a su vez comprende una pluralidad de poros que tienen un diámetro promedio de poro de aproximadamente 1200 micrones o menos. La invención además provee un método que comprende (i) conformar una composición acuosa que comprende un material de fibra, (ii) depositar la composición en un soporte de malla móvil (10) para conformar un material de fibra enredada que contiene agua, (iii) quitar por lo menos una parte del agua del material de fibra enredada, y (iv) transferir el material de fibra enredada desde el soporte de malla móvil (10) para que pase sobre una placa de transferencia (20), en donde la placa de transferencia (20) comprende por lo menos una superficie (30) que a su vez comprende una pluralidad de poros que tienen un diámetro promedio de poro de aproximadamente 1200 micrones o menos.|STEVEN W. SUCECH; JOHN J. POLYNER; GREGORY O. PALM; RAY C. PRIVETT; STEPHEN SCHETTLER; 36568 North Eastmoor Road, 60046, Lake Villa, Illinois, E.U.A.|USG INTERIORS, INC.*; 550 West Adams Street, 60661-3676, Chicago, Illinois, E.U.A.|
299072|Patente|MX/a/2011/002849|16/03/2011|10/05/2012|<i>B01D53/14</i> <b>(2006-01)</b>; <i>B01D53/62</i> <b>(2006-01)</b>|SISTEMA DE CAPTURA DE CO2 BASADO EN AMONIACO ENFRIADO Y METODO CON LAVADO DE AGUA.|Un método y sistema para reducir una cantidad de amoniaco en una corriente de gas de combustión. El sistema 100 incluye: un recipiente de lavado 180 para recibir una corriente de gas de combustión que contiene amoniaco 170, el recipiente de lavado 180 incluye una primera etapa de absorción 181a y una segunda etapa de absorción 181b, cada una de la primera etapa de absorción 181a y la segunda etapa de absorción 181b tienen un dispositivo de transferencia de masa 184; y un líquido 187 introducido al recipiente de lavado 180, el líquido 187 absorbe amoniaco de la corriente del gas de combustión que contiene amoniaco 170, de esta manera formando un líquido rico en amoniaco 192 y una corriente del gas de combustión que contiene reducido amoniaco 190 que salen del recipiente de lavado 180.|ELI GAL; INDIRA JAYAWEERA; #8, 10245 Parkwood Drive, 95014, Cupertino, California, E.U.A.|ALSTOM TECHNOLOGY LTD; Brown Boveri Strasse 7, CH-5400, Baden, SUIZA|
299073|Patente|MX/a/2008/006358|16/05/2008|11/05/2012|<i>A61K31/19</i> <b>(2006-01)</b>; <i>A61K31/502</i> <b>(2006-01)</b>; <i>C12N15/00</i> <b>(2006-01)</b>|USO DE AGENTES MODIFICANTES DEL TRANSCRIPTOMA MAS QUIMIOTERAPIA O RADIOTERAPIA CONTRA EL CANCER.|La presente invención se relaciona con el liso de agentes modificantes del trauscriptoma con el objetivo de impedir a las células malignas realizar los cambios génicos necesarios para hacer frente al insulto celular y sobrevivir a la quimioterapia o radioterapia. Esta combinación de modificantes del transcriptoma serán agentes que inhiban la maquinaria de nietilación del DNA más una sustancia que inhiba la desacetilacion de las histonas. Se presenta un kit de tratamiento que consiste en la administración de una dosis efectiva de hidralazina más valproato de magnesio para coadyuvar con la radioterapia o quimioterapia en el tratamiento de pacientes con cáncer.|ALFONSO DUEÑAS GONZALEZ; LUIS ESTRADA FLORES; Calzada de Tlalpan 4369, Col. Toriello Guerra, 14050, Distrito Federal, MEXICO|UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO; 9° Piso de la Torre de Rectoría S/N, Col. Ciudad Universitaria, 04510, COYOACAN, Distrito Federal, MEXICO|
299074|Patente|MX/a/2011/004387|27/04/2011|11/05/2012|<i>H02M7/48</i> <b>(2007-01)</b>|APARATO DE CONVERSION DE ENERGIA ELECTRICA.|Un aparato de conversión eléctrica que incluye un convertidor 2 y un inversor 4, comprende un capacitor 3 que almacena energía eléctrica de DC; una unidad de detección de ondulación 8 que detecta una ondulación de una energía de RMS que se genera del inversor 4; un instrumento medidor de voltaje 15 que mide el voltaje a través del capacitor 3; una unidad de generación de mando de voltaje de DC 16 que calcula el valor de mando del voltaje a través del capacitor 3 de acuerdo a la frecuencia del voltaje de AC generado del inversor 4; y una unidad de control de voltaje de DC 17 que recibe el voltaje medido por el instrumento medidor de voltaje 15 y el valor de mando calculado por la unidad de generación de mando de voltaje de DC 16, para controlar el convertidor 2 de modo que el voltaje a través del capacitor 3 llegue a ser el valor de mando, en donde la unidad de generación de mando de voltaje de DC 16 hace al valor de mando de voltaje a través del capacitor 3 más alto que el usual, en situaciones donde el voltaje a través del capacitor 3 está dentro de un intervalo predeterminado que incluye una frecuencia de un componente de ondulación del voltaje a través del capacitor 3.|KEITA HATANAKA; MASAKI KONO; c/o Mitsubishi Electric Corporation, 7-3, Marunouchi 2-chome, 100-8310, Chiyoda-ku, Tokio, JAPON|MITSUBISHI ELECTRIC CORPORATION; 7-3, Marunouchi 2-chome, 100-8310, Chiyoda-ku, Tokio, JAPON|
299075|Patente|MX/a/2010/002749|11/03/2010|11/05/2012|<i>C07D403/10</i> <b>(2006-01)</b>; <i>A61K31/502</i> <b>(2006-01)</b>; <i>A61P35/00</i> <b>(2006-01)</b>|DERIVADOS DE FTALAZINONA.|Se proporciona un compuesto en la fórmula (I): en donde RH representa uno o más sustituyentes opcionales sobre el anillo ciclohexano fusionado; R1 se selecciona de H y halo; RN se selecciona de H y alquilo de 1 a 10 átomos de carbono opcionalmente sustituido; y RC1 y RC2 se seleccionan independientemente de H, R, C(=O)OR, en donde R es alquilo de 1 a 10 átomos de carbono opcionalmente sustituido, arilo de 5 a 20 átomos de carbono opcionalmente sustituido o heterociclilo de 3 a 20 átomos de carbono opcionalmente sustituido; RC1 y RC2 junto con el átomo de carbono al cual están unidos pueden formar un anillo carbocíclico o heterocíclico de 5 a 7 átomos de carbono espirofusionado opcionalmente sustituido.|NIALL MORRISON BARR MARTIN; KEITH ALLAN MENEAR; MUHAMMAD HASHIM JAVAID; Kudos Pharmaceuticals Limited, 410 Cambridge Science Park, CB4 0PE, Milton Road, Cambridge, Cambridgeshire, REINO UNIDO|ASTRAZENECA AB; , S-151 85, Sodertalje, SUECIA|
299076|Patente|MX/a/2010/001665|13/03/2007|11/05/2012|<i>H04W48/18</i> <b>(2009-01)</b>|METODO Y APARATO PARA DETERMINAR Y MANEJAR CONGESTION EN UN SISTEMA DE COMUNICACIONES INALAMBRICAS.|Método mejorado de manejo de red, particularmente en el contexto de normas IEEE802.11 y IEEE8002.11k, a través de dos nuevas medidas MAC, con ventajas acompañantes. Las dos nuevas medidas incluyen medida de carga de trafico de enlace ascendente WTRU y una medida de carga de servicio AP, y generalmente es aplicable al menos las capas 1 y 2 como se aplican en al menos 802.11K en el contexto de los sistemas OFDM y CDMA 2000, aunque también es aplicable a otros escenarios. Método para determinar y anunciar la congestión que también se provee para un sistema de Red de Área Local Inalámbrica (WLAN) La presente invención también introduce Método para manejar la congestión cuando se detecta la congestión. Este aspecto de la presente invención se aplica principalmente a sistemas inalámbricos que usan el mecanismo de Acceso Múltiple de Percepción Portadora/Evasión por Colisión (CSMA-CA) Los métodos se implementan ventajosamente en WTRUs selectivamente configuradas de varias formas.|MARIAN RUDOLF; JOSEPH KWAK; VINCENT ROY; PAUL MARINIER; SHAMIM AKBAR RAHMAN; ATHMANE TOUAG; FRANK LA SITA; CHRISTOPHER CAVE; ANGELO CUFFARO; TERESA HUNKELER; AHMED ALI; 1958 Rue Workman, H3J 2P3, Montreal, Québec, CANADA|INTERDIGITAL TECHNOLOGY CORPORATION.*; 3411 Silverside Road, Concord Plaza, Suite 105, Hagley Building, 19810, Wilmington, Delaware, E.U.A.|
299077|Patente|MX/a/2008/007276|06/06/2008|11/05/2012|<i>B21B25/00</i> <b>(2006-01)</b>|MANDRIL PARA USO EN MAQUINA PERFORADA.|Un mandril que tiene una porción de extremo en punta, una porción cónica, y una porción media. La superficie de la porción de extremo en punta es una superficie esférica cuyo radio de curvatura es R1, y su longitud es L1 que es menor que R1. El diámetro exterior de la porción cónica en el lado del extremo frontal es D1, y el diámetro exterior del lado del extremo posterior es D2 que es mayor a D1, y la longitud es L2. El mandril satisface la Expresión (I), la Expresión (2) si 0<L1/R1<0.5, y la Expresión (3) si 0.5?L1/R1<1. La curva de la superficie esférica de la porción de extremo en punta es más roma que la de una superficie simiesférica, y el diámetro de un agujero que se forma entre el tocho y la porción de extremo en punta es mayor que aquel en el caso de una superficie semiesférica. Por lo tanto, la porción cónica no tiene contacto con el tocho. 0.5D1<L1+L2?2.5D1 ...(1) 1.0<D2/D1?1.4 ...(2) 1.0<D2/D1<1.8-0.8L1/R1 ...(3).|KAZUHIRO SHIMODA; TOMIO YAMAKAWA; c/o Sumtomo Metal Industries, Ltd., 5-33 Kitahama 4-Chome, Chuo-Ku Osaka-Shi, Osaka, JAPON|SUMITOMO METAL INDUSTRIES, LTD.; 5-33, Kitahama 4 Chome, Chuo-ku, Osaka-shi, Osaka, JAPON|
299078|Patente|MX/a/2011/004528|29/04/2011|11/05/2012|<i>C22C38/00</i> <b>(2006-01)</b>; <i>C22C38/44</i> <b>(2006-01)</b>; <i>C22C38/54</i> <b>(2006-01)</b>|TUBO DE ACERO INOXIDABLE DE ALTA RESISTENCIA EXCELENTE PARA LA RESISTENCIA A LA TENSION POR SULFURO Y LA RESISTENCIA A LA CORROSION POR GAS DE ACIDO CARBONICO DE ALTA TEMPERATURA.|Un tubo de acero inoxidable que consta de, en % de masa, C: 0.05% o menos, Si: 1.0% o menos, P:0.05% o menos, S: menos de 0.002%, Cr: más de 16% y 18% o menos, Mo: más de 2% y 3% o menos, Cu: 1% a 3.5%, Ni: o más y menos de 5%, Al: 0.001% a 0.1% y O: 0.01% o menos, Mn: 1% o menos y N: 0.05% o menos, y Mn y N en los rangos anteriores satisfacen la fórmula (1), y el equilibrio que es el Fe e impurezas; y la microestructura metálica del tubo de acero inoxidable consta principalmente de una fase martensítica e incluye 10 a 40% de una fase ferrítica por fracción volumétrica y 10% o menos de una fase-y retenida por fracción volumétrica. [Mn) x ([N] - 0.0045) = 0.001 (1) en donde los símbolos de los elementos en la fórmula (1) de forma respectiva representan los contenidos (unidad: % de masa) de los elementos en el acero.|KUNIO KONDO; HISASHI AMAYA; HIDEKI TAKABE; TARO OHE; c/o Sumitomo Metal Industries, Ltd., 5-33 Kitahama 4-Chome, 541-0041, Chuo-Ku Osaka-Shi, Osaka, JAPON|SUMITOMO METAL INDUSTRIES, LTD; 5-33, Kitahama 4 Chome, Chuo-Ku, 541-0041, Osaka-Shi, Osaka, JAPON|
299079|Patente|MX/a/2008/002919|29/02/2008|11/05/2012|<i>C10M103/06</i> <b>(2006-01)</b>; <i>C10M169/02</i> <b>(2006-01)</b>; <i>C10N10/12</i> (2006-01); <i>C10N40/00</i> (2006-01); <i>C10N50/08</i> (2006-01); <i>C10N50/10</i> (2006-01); <i>C25D5/26</i> <b>(2006-01)</b>; <i>C25D7/00</i> <b>(2006-01)</b>; <i>F16L15/04</i> <b>(2006-01)</b>|JUNTA ROSCADA PARA TUBOS DE ACERO.|Una junta roscada para tubos de acero que comprende una unión macho 1 y una unión hembra 2 cada una con una Proción roscada (1a, 2a) y una porción de contacto metálica no roscada (lb. 2b) nuestra resistencia a las fugas adecuada y resistencia a excoriación cuando se usa para preparación de artículos tubulares para petróleo con aplicación de un dopante o incluso sin dopante alguno. La junta roscada tiene una primera capa de chapeado de chapeado de aleación de Sn-Bi o chapeado de aleación de SnBi-Cu que se forma en la superficie de contacto de por lo menos una unión macho 1 y la unión hembra 2. La primera capa de chapeado puede tener una segunda capa de chapeado seleccionada de chapeado de Sn, chapeado de Cu y chapeado de Ni en su lado inferior y por lo menos una capa de revestimiento lubricante, y en particular un recubrimiento lubricante sólido, en su lado superior.|SHIGEO NAGASAKU; KUNIO GOTO; SHIGEO ONISHI; HIROAKI IKEGAMI; c/o Sumitomo metal industries, ltd., 5-33, Kitahama 4-chome, 541-0041, Chuo-ku, Osaka, JAPON|SUMITOMO METAL INDUSTRIES, LTD; VALLOUREC MANNESMANN OIL & GAS FRANCE; 5-33, Kitahama 4-chome, Chuo-ku, 541-0041, Osaka-shi, Osaka, JAPON|
